suburb,postcode,latitude,longitude,isNewDevelopment,bathrooms,bedrooms,carspaces,propertyTypes,status,channel,price_per_week,time_to_nearest_train_station(min),distance_to_nearest_train_station(km),distance_to_nearest_school(km),time_to_nearest_school(min)
Bellfield,3081,-37.7503977,145.0425646,False,2,2,1,townhouse,live,residential,635.0,4.45,2.32,1.03,1.7
Moonee Ponds,3039,-37.7683858,144.9244458,False,2,2,1,apartmentUnitFlat,live,residential,695.0,1.72,0.73,0.84,2.02
Melbourne,3004,-37.8543335,144.981277,False,2,3,1,apartmentUnitFlat,live,residential,780.0,3.64,1.84,1.21,2.45
Edenhope,3318,-37.0394032,141.291674,False,1,2,1,apartmentUnitFlat,live,residential,230.0,152.55,188.76,1.09,2.36
Mickleham,3064,-37.571013,144.8855219,False,2,3,1,house,live,residential,570.0,14.4,7.62,2.45,5.52
Hawthorn East,3123,-37.8288207,145.0469887,False,1,1,1,apartmentUnitFlat,live,residential,425.0,2.59,1.06,1.14,2.36
Bonnie Brook,3335,-37.7049598,144.6793423,False,2,4,4,house,live,residential,540.0,12.99,5.33,3.46,8.79
Melbourne,3004,-37.8522676,144.9793122,False,1,2,1,apartmentUnitFlat,live,residential,600.0,3.71,1.61,0.98,2.68
Melbourne,3000,-37.8083648,144.9667899,False,1,3,1,apartmentUnitFlat,live,residential,745.0,2.22,0.82,0.59,1.63
Box Hill,3128,-37.8200033,145.1232453,False,2,2,1,apartmentUnitFlat,live,residential,800.0,1.88,0.88,0.77,1.9
Cranbourne North,3977,-38.0781148,145.3198763,False,2,4,2,house,live,residential,650.0,9.53,6.47,1.38,2.96
Brunswick East,3057,-37.7786834,144.9708932,False,2,2,1,apartmentUnitFlat,live,residential,650.0,3.26,1.47,0.39,1.16
Tarneit,3029,-37.8234106,144.6997693,False,2,3,2,townhouse,live,residential,450.0,5.48,3.14,2.3,5.12
Killara,3691,-36.1401666,146.9425109,False,2,4,2,house,live,residential,800.0,20.61,13.89,4.96,10.86
White Hills,3550,-36.7308799,144.2921858,False,2,4,2,house,live,residential,550.0,8.39,4.88,1.27,2.66
Hampton Park,3976,-38.0289444,145.2548084,False,1,3,2,house,live,residential,450.0,5.64,3.25,0.29,0.84
Safety Beach,3936,-38.30621,144.9957299,False,2,3,2,apartmentUnitFlat,live,residential,700.0,22.34,21.67,10.4,11.72
Brunswick West,3055,-37.752546,144.9381488,False,1,2,1,apartmentUnitFlat,live,residential,425.0,4.0,1.89,0.95,1.87
Traralgon,3844,-38.2025566,146.5120234,False,2,3,3,house,live,residential,560.0,4.06,2.6,0.44,1.36
Clifton Springs,3222,-38.16306540000001,144.5725654,False,2,4,2,house,live,residential,700.0,24.51,21.87,0.68,0.82
Glenroy,3046,-37.7032866,144.9262009,False,1,3,2,house,live,residential,520.0,2.88,1.74,0.23,0.85
Glen Iris,3146,-37.8523174,145.093691,False,1,3,1,apartmentUnitFlat,live,residential,595.0,3.52,1.71,1.19,2.49
Melbourne,3000,-37.8106901,144.9574623,False,2,2,0,apartmentUnitFlat,live,residential,630.0,0.82,0.36,0.57,1.31
Clyde,3978,-38.1381147,145.3685031,False,2,4,2,house,live,residential,620.0,14.23,10.81,6.32,8.08
Laverton,3028,-37.8604497,144.7718161,False,1,2,1,apartmentUnitFlat,live,residential,460.0,4.69,1.74,0.76,1.92
St Kilda,3182,-37.8588817,144.9810487,False,1,1,0,studio,live,residential,330.0,4.43,1.87,0.39,1.29
Venus Bay,3956,-38.7037836,145.8278601,False,1,3,2,house,live,residential,360.0,81.43,92.2,5.79,8.29
Truganina,3029,-37.8395909,144.7274956,False,2,4,2,house,live,residential,540.0,6.14,3.63,0.54,1.3
Seddon,3011,-37.80441,144.886827,False,1,2,1,house,live,residential,695.0,1.34,0.59,1.57,3.41
Newport,3015,-37.8420613,144.8638387,False,1,3,3,house,live,residential,580.0,4.58,2.5,1.3,2.28
Riddells Creek,3431,-37.4593666,144.677385,False,2,3,2,apartmentUnitFlat,live,residential,510.0,2.13,1.02,0.33,1.05
South Morang,3752,-37.6422175,145.0831299,False,2,3,2,house,live,residential,575.0,3.03,1.0,0.92,2.35
Avondale Heights,3034,-37.755762,144.8636892,False,1,3,1,house,live,residential,410.0,8.65,5.26,1.27,4.11
Essendon North,3041,-37.7373556,144.9052284,False,2,2,1,apartmentUnitFlat,live,residential,570.0,3.75,2.23,1.65,2.7
Brunswick,3056,-37.7657767,144.9609344,False,2,3,2,apartmentUnitFlat,live,residential,920.0,0.82,0.32,1.06,2.04
Brunswick West,3055,-37.77412150000001,144.9404432,False,1,1,1,apartmentUnitFlat,live,residential,520.0,3.38,2.07,0.8,1.27
Balaclava,3183,-37.8733792,144.9937571,False,1,3,2,house,live,residential,675.0,2.37,0.66,1.23,3.12
Woodend,3442,-37.345222,144.537399,False,1,2,1,apartmentUnitFlat,live,residential,460.0,3.7,2.07,1.45,2.55
Deepdene,3103,-37.8106331,145.0610736,False,1,3,1,apartmentUnitFlat,live,residential,750.0,4.66,1.92,0.23,0.42
Hawthorn East,3123,-37.816839,145.0532108,False,2,3,2,townhouse,live,residential,1550.0,3.02,1.24,0.1,0.14
Burnside Heights,3023,-37.7273471,144.7588875,False,2,4,2,house,live,residential,550.0,7.71,3.55,0.8,1.61
Laverton,3028,-37.8464114,144.7803325,False,1,3,1,house,live,residential,420.0,6.98,5.18,0.89,2.16
South Yarra,3141,-37.8370366,144.9907254,False,1,2,1,apartmentUnitFlat,live,residential,600.0,1.34,0.48,1.22,2.46
Melbourne,3000,-37.8080595,144.9597639,False,1,2,0,apartmentUnitFlat,live,residential,520.0,1.79,0.8,0.72,1.8
Camberwell,3124,-37.8288881,145.0564007,False,1,2,1,apartmentUnitFlat,live,residential,630.0,1.31,0.47,0.74,1.84
West Footscray,3012,-37.8048368,144.8754081,False,2,4,2,townhouse,live,residential,750.0,2.5,1.17,1.27,2.76
Mornington,3931,-38.22748,145.035174,False,1,2,1,apartmentUnitFlat,live,residential,580.0,16.31,14.9,1.32,3.69
Kyabram,3620,-36.3143395,145.0381897,False,1,4,2,house,live,residential,500.0,27.75,35.1,1.15,2.1
Tarneit,3029,-37.8559647,144.650947,False,3,3,2,house,live,residential,510.0,12.34,7.08,0.82,1.47
Carlton,3053,-37.806138,144.9602874,False,1,2,0,apartmentUnitFlat,live,residential,540.0,2.7,1.08,0.76,1.93
Melbourne,3000,-37.8089424,144.9678684,False,1,2,0,apartmentUnitFlat,live,residential,490.0,1.89,0.77,0.47,1.24
Elwood,3184,-37.8738859,144.9838404,False,1,2,0,apartmentUnitFlat,live,residential,580.0,4.83,1.55,0.39,1.58
Sunbury,3429,-37.5604198,144.709274,False,2,5,2,house,live,residential,510.0,5.75,3.18,0.66,0.93
Thornbury,3071,-37.7583466,145.0173194,False,2,2,1,townhouse,live,residential,690.0,5.63,1.92,0.37,1.11
Essendon North,3041,-37.7394818,144.9042366,False,1,2,1,apartmentUnitFlat,live,residential,475.0,5.32,2.66,0.33,1.02
Wyndham Vale,3024,-37.852034,144.596387,False,2,3,1,house,live,residential,450.0,5.7,3.52,3.54,5.24
Bentleigh,3204,-37.9335938,145.0451019,False,1,2,1,apartmentUnitFlat,live,residential,490.0,3.59,1.28,0.62,1.48
Glen Iris,3146,-37.8514832,145.0477004,False,1,2,1,apartmentUnitFlat,live,residential,495.0,1.84,0.72,1.03,2.52
Cowes,3922,-38.4582296,145.2434128,False,1,4,1,house,live,residential,480.0,89.89,107.01,1.03,1.8
Lara,3212,-38.0316803,144.388345,False,2,4,2,house,live,residential,560.0,8.33,4.01,1.29,3.22
Melbourne,3000,-37.8145716,144.9573479,False,1,1,0,apartmentUnitFlat,live,residential,550.0,1.38,0.46,0.52,1.68
Ringwood,3134,-37.8099481,145.239467,False,1,2,1,apartmentUnitFlat,live,residential,475.0,3.6,1.69,1.67,3.6
Berwick,3806,-38.070262,145.3522576,False,2,4,2,house,live,residential,670.0,6.69,3.65,0.97,2.27
Daylesford,3460,-37.3514395,144.1408898,False,1,2,2,house,live,residential,485.0,26.1,29.66,0.72,1.18
Mitcham,3132,-37.8202973,145.2022248,False,1,2,1,apartmentUnitFlat,live,residential,490.0,3.23,1.52,0.84,1.99
Caulfield North,3161,-37.8797362,145.0305123,False,2,3,2,apartmentUnitFlat,live,residential,850.0,3.68,2.2,0.95,2.3
Deepdene,3103,-37.8106331,145.0610736,False,1,3,1,apartmentUnitFlat,live,residential,750.0,4.66,1.92,0.23,0.42
Mickleham,3064,-37.530173,144.9042412,False,2,4,2,house,live,residential,550.0,10.54,6.54,0.1,0.4
Prahran,3181,-37.8496727,144.9939036,False,1,1,1,apartmentUnitFlat,live,residential,520.0,1.79,0.38,0.49,1.24
Clyde North,3978,-38.1079605,145.32813,False,2,3,1,house,live,residential,520.0,9.04,5.31,1.04,3.17
Seddon,3011,-37.8084906,144.8984395,False,1,2,1,apartmentUnitFlat,live,residential,400.0,0.92,0.32,0.4,0.82
Forrest,3236,-38.5166138,143.7126066,False,2,3,4,house,live,residential,525.0,30.08,26.7,0.7,1.9
Airport West,3042,-37.7263126,144.8803713,False,1,2,1,apartmentUnitFlat,live,residential,460.0,10.9,7.75,0.09,0.32
Collingwood,3066,-37.8038624,144.9836289,False,1,1,1,apartmentUnitFlat,live,residential,550.0,4.59,1.8,0.62,1.85
Southbank,3006,-37.8307587,144.9675355,False,1,1,1,apartmentUnitFlat,live,residential,560.0,3.91,1.72,0.53,1.9
Melbourne,3004,-37.8505778,144.9813087,False,2,2,1,apartmentUnitFlat,live,residential,750.0,3.05,1.31,0.86,2.24
Wollert,3750,-37.6176797,145.0210261,False,2,4,2,house,live,residential,600.0,10.48,5.07,1.18,2.63
Kew,3101,-37.8150012,145.0433723,False,2,3,2,apartmentUnitFlat,live,residential,750.0,2.44,1.24,0.64,1.3
Burwood East,3151,-37.8498475,145.1353357,False,1,2,1,apartmentUnitFlat,live,residential,615.0,5.81,3.22,1.1,2.17
West Melbourne,3003,-37.8085149,144.9437508,False,1,2,1,apartmentUnitFlat,live,residential,650.0,1.22,0.37,1.59,3.52
Melbourne,3004,-37.8511263,144.9804974,False,1,1,1,apartmentUnitFlat,live,residential,590.0,2.87,1.42,0.78,1.68
Carlton,3053,-37.8054922,144.9633658,False,1,2,0,apartmentUnitFlat,live,residential,450.0,2.37,0.97,0.91,2.3
Sunbury,3429,-37.5907224,144.7122524,False,2,4,2,house,live,residential,630.0,6.62,2.76,1.36,3.27
Rockbank,3335,-37.7338308,144.6484671,False,2,4,2,house,live,residential,470.0,2.42,1.1,1.95,4.45
Braybrook,3019,-37.7944712,144.8471328,False,2,2,1,townhouse,live,residential,550.0,5.32,2.09,0.99,2.72
Geelong,3220,-38.1502851,144.3601315,False,1,2,1,townhouse,live,residential,550.0,3.05,1.14,0.75,2.37
Collingwood,3066,-37.7970026,144.9913322,False,1,2,0,house,live,residential,610.0,3.63,1.12,0.98,2.32
Melbourne,3000,-37.8138136,144.9520272,False,1,1,0,apartmentUnitFlat,live,residential,450.0,2.01,0.88,0.46,1.54
Geelong West,3218,-38.1395057,144.3463898,False,2,3,2,house,live,residential,575.0,4.52,1.82,0.28,1.06
Melbourne,3000,-37.809615,144.9623021,False,2,2,0,apartmentUnitFlat,live,residential,950.0,2.38,0.71,0.92,2.87
Herne Hill,3218,-38.1327694,144.3261198,False,1,1,0,apartmentUnitFlat,live,residential,350.0,8.37,4.06,0.89,2.71
Kew,3101,-37.8150012,145.0433723,False,2,3,2,apartmentUnitFlat,live,residential,750.0,2.44,1.24,0.64,1.3
Hawthorn East,3123,-37.8277398,145.0522669,False,2,2,2,apartmentUnitFlat,live,residential,600.0,1.63,0.76,0.44,1.49
Melbourne,3000,-37.8081542,144.9695394,False,1,1,0,apartmentUnitFlat,live,residential,680.0,1.64,0.76,0.46,0.99
Belmont,3216,-38.1869896,144.3418951,False,2,3,2,house,live,residential,530.0,6.02,3.03,0.32,0.99
Clyde North,3978,-38.083955,145.3555293,False,2,4,2,townhouse,live,residential,595.0,10.0,5.43,1.51,4.18
Carnegie,3163,-37.8843709,145.0533524,False,1,1,1,apartmentUnitFlat,live,residential,395.0,3.32,1.46,0.96,2.58
Heatherton,3202,-37.9604253,145.0824704,False,2,3,2,house,live,residential,920.0,9.78,3.62,1.58,5.12
Southbank,3006,-37.8297229,144.9681757,False,1,1,1,apartmentUnitFlat,live,residential,500.0,3.0,1.52,0.51,1.62
Brunswick,3056,-37.757901,144.9639172,False,1,1,1,apartmentUnitFlat,live,residential,480.0,1.1,0.56,0.62,1.4
Northcote,3070,-37.77474960000001,144.9910352,False,1,2,1,terrace,live,residential,650.0,1.53,0.51,0.23,0.65
Northcote,3070,-37.7694615,145.009301,False,2,3,2,house,live,residential,850.0,3.41,1.37,0.68,1.51
Brunswick,3056,-37.7703365,144.9533473,False,1,2,1,apartmentUnitFlat,live,residential,580.0,2.02,1.08,0.19,0.3
Frankston,3199,-38.1402473,145.1291486,False,1,2,1,apartmentUnitFlat,live,residential,410.0,1.88,0.47,1.94,3.63
Ballarat East,3350,-37.5685696,143.8796843,False,1,2,2,house,live,residential,340.0,5.83,2.9,0.8,2.79
Burwood,3125,-37.85315629999999,145.1230776,False,2,3,2,townhouse,live,residential,780.0,5.39,3.18,1.56,2.01
Strathdale,3550,-36.7562289,144.3109844,False,1,2,1,house,live,residential,400.0,8.81,3.97,3.08,6.76
Melbourne,3000,-37.8134998,144.9690884,False,1,1,0,apartmentUnitFlat,live,residential,690.0,1.76,0.68,0.5,1.34
Melbourne,3000,-37.8093086,144.9597389,False,2,2,0,apartmentUnitFlat,live,residential,860.0,1.27,0.57,0.78,1.76
Prahran,3181,-37.8509632,144.9962604,False,2,3,3,house,live,residential,1400.0,3.05,1.25,0.86,1.73
Wollert,3750,-37.614919,145.0169636,False,2,4,2,house,live,residential,650.0,11.42,6.15,1.33,2.46
Elwood,3184,-37.8837244,144.989341,False,1,2,1,apartmentUnitFlat,live,residential,595.0,3.61,1.16,0.45,1.76
St Kilda East,3183,-37.86707579999999,144.9948939,False,1,2,1,apartmentUnitFlat,live,residential,495.0,2.24,0.61,0.85,2.22
Kensington,3031,-37.7947897,144.9318558,False,1,1,1,apartmentUnitFlat,live,residential,450.0,0.67,0.2,0.47,1.49
Toorak,3142,-37.8479634,145.0061891,False,1,2,1,apartmentUnitFlat,live,residential,600.0,2.26,1.05,1.09,2.44
Mulgrave,3170,-37.928482,145.196241,False,2,4,2,townhouse,live,residential,740.0,11.7,6.3,1.31,2.83
Thornhill Park,3335,-37.7243785,144.6217331,False,2,4,2,house,live,residential,490.0,7.64,3.34,2.26,4.52
Docklands,3008,-37.8245639,144.9475365,False,2,2,2,apartmentUnitFlat,live,residential,870.0,3.32,1.26,0.93,2.82
Cranbourne East,3977,-38.1293307,145.3095532,False,2,3,1,house,live,residential,525.0,10.48,5.87,1.99,4.53
Chewton,3451,-37.0812538,144.2604945,False,1,1,0,apartmentUnitFlat,live,residential,360.0,7.38,5.45,0.12,0.34
Clyde,3978,-38.1383368,145.3684559,False,2,4,2,house,live,residential,620.0,14.13,10.78,6.3,7.98
Elwood,3184,-37.8872639,144.9885125,False,1,1,0,apartmentUnitFlat,live,residential,400.0,4.33,1.66,0.98,2.31
Glen Iris,3146,-37.8620068,145.0495869,False,1,2,1,apartmentUnitFlat,live,residential,445.0,2.3,1.19,0.21,0.69
Docklands,3008,-37.8156528,144.9382439,False,1,1,0,apartmentUnitFlat,live,residential,560.0,3.5,1.7,0.53,1.52
Oakleigh,3166,-37.8978612,145.0970279,False,3,3,2,house,live,residential,800.0,3.67,1.84,1.35,2.39
Clyde North,3978,-38.1040252,145.3736376,False,2,4,2,house,live,residential,600.0,17.06,9.17,0.61,2.45
Mill Park,3082,-37.66663459999999,145.0396074,False,2,3,1,house,live,residential,550.0,5.68,2.26,1.26,3.67
St Kilda East,3183,-37.8637749,144.9970928,False,1,2,1,apartmentUnitFlat,live,residential,525.0,3.42,1.17,0.53,1.04
North Melbourne,3051,-37.7894622,144.940788,False,2,2,1,apartmentUnitFlat,live,residential,630.0,0.9,0.26,0.79,2.2
Toorak,3142,-37.8479634,145.0061891,False,1,2,1,apartmentUnitFlat,live,residential,600.0,2.26,1.05,1.09,2.44
Brunswick East,3057,-37.778015,144.9764748,False,1,1,1,apartmentUnitFlat,live,residential,500.0,4.26,1.66,0.45,1.18
Brunswick West,3055,-37.7552071,144.9366208,False,2,3,2,townhouse,live,residential,780.0,3.6,1.98,1.6,3.19
Fraser Rise,3336,-37.7186214,144.7226076,False,2,4,2,house,live,residential,585.0,12.77,6.81,0.75,1.96
Hawthorn East,3123,-37.8256935,145.0497682,False,1,1,1,apartmentUnitFlat,live,residential,450.0,1.49,0.77,0.97,1.4
Drysdale,3222,-38.1707294,144.5673737,False,2,3,4,house,live,residential,520.0,23.3,21.2,0.8,2.2
Mornington,3931,-38.2250967,145.0516577,False,2,4,2,house,live,residential,760.0,15.22,12.16,0.68,1.34
Docklands,3008,-37.8156528,144.9382439,False,1,1,0,apartmentUnitFlat,live,residential,590.0,3.5,1.7,0.53,1.52
Patterson Lakes,3197,-38.0689265,145.1420001,False,2,2,1,apartmentUnitFlat,live,residential,580.0,3.61,2.02,0.3,0.91
Warrnambool,3280,-38.3570305,142.4676341,False,1,3,2,house,live,residential,540.0,7.07,4.11,1.41,2.32
Safety Beach,3936,-38.3169145,144.9924213,False,1,2,1,townhouse,live,residential,510.0,24.62,22.55,4.23,8.2
South Yarra,3141,-37.83924469999999,144.995215,False,2,2,1,apartmentUnitFlat,live,residential,950.0,0.78,0.31,0.35,1.05
Melbourne,3000,-37.8097723,144.9570008,False,1,1,0,apartmentUnitFlat,live,residential,500.0,1.04,0.47,0.68,1.53
Fitzroy,3065,-37.8007259,144.9753104,False,1,2,1,house,live,residential,650.0,3.24,1.47,0.54,1.02
Winter Valley,3358,-37.5733182,143.7901971,False,2,4,2,house,live,residential,440.0,11.17,6.88,3.27,7.19
Dandenong North,3175,-37.96828199999999,145.2097488,False,2,4,2,townhouse,live,residential,620.0,6.77,3.43,0.26,0.83
Brunswick West,3055,-37.7571847,144.9406898,False,1,3,1,house,live,residential,720.0,4.0,2.21,0.56,1.2
Sunshine West,3020,-37.7861957,144.7913173,False,3,3,2,house,live,residential,570.0,2.51,1.31,0.82,1.54
Docklands,3008,-37.81837549999999,144.9468886,False,1,1,0,apartmentUnitFlat,live,residential,550.0,1.14,0.46,1.15,2.95
Melton South,3338,-37.7005207,144.5764224,False,1,4,2,house,live,residential,370.0,3.71,1.31,1.0,2.29
Albanvale,3021,-37.7432246,144.762577,False,1,3,2,house,live,residential,450.0,6.78,3.63,1.55,4.27
Oakleigh,3166,-37.9016644,145.091857,False,1,2,2,apartmentUnitFlat,live,residential,500.0,2.15,0.98,0.98,2.48
Footscray,3011,-37.8000429,144.9082015,False,2,2,1,apartmentUnitFlat,live,residential,640.0,1.72,0.61,0.33,0.8
Chelsea,3196,-38.0469803,145.1141791,False,2,4,2,house,live,residential,700.0,0.94,0.58,1.02,2.05
Torquay,3228,-38.3265306,144.320761,False,1,3,1,house,live,residential,550.0,16.17,16.04,1.23,1.84
Bonbeach,3196,-38.0633928,145.1189302,False,2,2,1,townhouse,live,residential,700.0,0.27,0.1,1.08,1.73
St Kilda East,3183,-37.8611778,144.9980494,False,1,1,1,apartmentUnitFlat,live,residential,435.0,3.05,1.05,0.27,0.45
Brunswick,3056,-37.7635717,144.9615483,False,2,2,1,apartmentUnitFlat,live,residential,585.0,0.64,0.3,1.35,2.58
St Kilda,3182,-37.8709153,144.9807259,False,2,2,1,apartmentUnitFlat,live,residential,665.0,4.08,1.6,0.72,1.9
Traralgon,3844,-38.1762445,146.5565414,False,2,4,2,house,live,residential,570.0,6.76,4.52,4.0,6.58
Pakenham,3810,-38.072886,145.4930138,False,2,3,2,house,live,residential,500.0,3.14,1.6,2.06,3.9
Brunswick West,3055,-37.7592934,144.9400878,False,1,2,1,apartmentUnitFlat,live,residential,550.0,4.03,2.22,0.57,1.23
Olinda,3788,-37.8587062,145.3651456,False,2,4,6,house,live,residential,1100.0,11.76,8.35,2.48,3.46
Drouin,3818,-38.1245994,145.8589402,False,2,4,2,house,live,residential,590.0,4.28,2.58,1.14,1.97
Wendouree,3355,-37.538828,143.83298,False,1,2,1,apartmentUnitFlat,live,residential,360.0,3.65,1.79,0.36,1.04
Strathtulloh,3338,-37.7353929,144.6023004,False,2,3,1,house,live,residential,430.0,7.69,7.37,4.47,7.99
Hoppers Crossing,3029,-37.868969,144.7012333,False,1,3,2,house,live,residential,480.0,4.14,1.89,1.03,2.22
Footscray,3011,-37.7884713,144.8840737,False,2,2,1,townhouse,live,residential,650.0,4.98,2.29,0.31,0.76
Winter Valley,3358,-37.5721305,143.7985891,False,2,4,2,house,live,residential,460.0,9.98,6.09,3.63,6.6
Hawthorn,3122,-37.8282748,145.0287058,False,1,1,1,apartmentUnitFlat,live,residential,375.0,2.99,1.62,0.4,0.85
Pakenham,3810,-38.05908780000001,145.4411742,False,2,4,2,house,live,residential,650.0,6.28,1.92,1.88,3.52
Surrey Hills,3127,-37.82978019999999,145.1039083,False,1,2,2,apartmentUnitFlat,live,residential,565.0,3.95,2.11,1.09,2.18
Carlton,3053,-37.8061605,144.9619,False,2,2,0,apartmentUnitFlat,live,residential,830.0,2.54,1.01,0.69,1.77
Werribee,3030,-37.9085887,144.595182,False,2,3,2,house,live,residential,500.0,8.44,5.16,2.89,4.92
Mount Duneed,3217,-38.2169749,144.331814,False,2,4,0,house,live,residential,500.0,6.67,4.39,1.65,2.97
North Melbourne,3051,-37.8006456,144.9556249,False,1,1,0,apartmentUnitFlat,live,residential,600.0,4.32,1.79,0.79,2.07
Manor Lakes,3024,-37.8568973,144.5860596,False,2,3,1,house,live,residential,465.0,5.39,3.24,3.27,4.92
Point Cook,3030,-37.885947,144.7417435,False,2,3,2,house,live,residential,550.0,7.52,4.15,0.72,1.62
Melbourne,3000,-37.8089991,144.9610792,False,1,1,0,apartmentUnitFlat,live,residential,580.0,1.56,0.69,0.84,2.0
West Melbourne,3003,-37.8101364,144.9503935,False,1,2,0,apartmentUnitFlat,live,residential,620.0,2.18,0.93,0.67,1.48
Werribee,3030,-37.9122895,144.6478456,False,2,4,2,house,live,residential,580.0,7.38,3.01,1.51,3.66
Cape Woolamai,3925,-38.5233658,145.3335711,False,2,3,3,house,live,residential,450.0,76.91,94.72,2.79,4.07
Cranbourne East,3977,-38.11372040000001,145.3066926,False,2,4,2,house,live,residential,620.0,8.42,4.55,1.12,3.43
Werribee,3030,-37.9102092,144.6042334,False,2,4,2,house,live,residential,580.0,7.89,4.88,1.88,3.52
Pakenham,3810,-38.0800853,145.474056,False,2,4,6,house,live,residential,675.0,2.18,1.34,1.2,2.17
St Kilda,3182,-37.8594899,144.9894412,False,1,2,1,apartmentUnitFlat,live,residential,550.0,2.77,0.73,0.26,0.55
Lynbrook,3975,-38.0517301,145.2592074,False,3,5,2,house,live,residential,820.0,6.65,3.53,1.38,3.08
Melbourne,3004,-37.8095025,144.9566681,False,1,2,0,apartmentUnitFlat,live,residential,595.0,0.96,0.44,0.65,1.45
Clyde,3978,-38.1261898,145.3436466,False,2,4,2,house,live,residential,650.0,13.68,7.91,1.09,4.34
Southbank,3006,-37.8220015,144.9658877,False,1,2,0,apartmentUnitFlat,live,residential,620.0,3.56,1.3,1.08,2.72
Wyndham Vale,3024,-37.8687397,144.6295248,False,2,3,2,house,live,residential,450.0,6.34,2.66,1.6,4.26
Truganina,3029,-37.8335071,144.7250181,False,3,3,2,house,live,residential,600.0,6.82,3.37,0.99,2.38
Hamlyn Heights,3215,-38.12614749999999,144.3256878,False,1,3,1,house,live,residential,450.0,7.55,4.14,0.43,1.09
Ivanhoe,3079,-37.7544305,145.0538458,False,1,1,1,apartmentUnitFlat,live,residential,520.0,2.23,1.08,0.64,1.76
Essendon,3040,-37.7412121,144.8932157,False,2,4,3,house,live,residential,890.0,6.39,3.99,0.68,1.72
Melbourne,3000,-37.8122683,144.9582693,False,1,2,1,apartmentUnitFlat,live,residential,625.0,1.4,0.5,0.71,1.89
Truganina,3029,-37.7621848,144.6936108,False,2,4,2,house,live,residential,520.0,10.44,7.81,6.24,9.87
Heidelberg Heights,3081,-37.7364276,145.0495744,False,2,4,2,house,live,residential,700.0,5.06,2.75,1.28,2.54
Broadmeadows,3047,-37.6824358,144.9244372,False,2,3,2,apartmentUnitFlat,live,residential,520.0,1.8,0.45,0.64,1.92
Templestowe Lower,3107,-37.7717332,145.1235382,False,2,4,3,house,live,residential,910.0,12.65,7.23,0.73,2.56
Hawthorn,3122,-37.8220286,145.0334475,False,2,2,1,apartmentUnitFlat,live,residential,650.0,1.48,0.61,0.34,0.76
Hawthorn,3122,-37.8220286,145.0334475,False,1,1,1,apartmentUnitFlat,live,residential,495.0,1.48,0.61,0.34,0.76
South Yarra,3141,-37.833628,144.990914,False,1,1,0,apartmentUnitFlat,live,residential,500.0,1.76,0.87,0.69,1.48
Collingwood,3066,-37.79836,144.9871844,False,1,2,0,terrace,live,residential,612.0,3.02,1.08,0.63,2.02
Brunswick,3056,-37.75757,144.9601685,False,1,2,1,villa,live,residential,500.0,1.82,0.64,1.19,2.49
Docklands,3008,-37.8153348,144.9392147,False,3,3,2,apartmentUnitFlat,live,residential,1480.0,3.82,1.74,0.58,1.85
St Kilda East,3183,-37.8626728,144.9968379,False,1,2,1,apartmentUnitFlat,live,residential,595.0,3.35,1.22,0.58,0.98
Essendon North,3041,-37.7417895,144.9038841,False,2,2,1,apartmentUnitFlat,live,residential,500.0,4.32,2.13,0.07,0.08
Tullamarine,3043,-37.695601,144.879921,False,1,2,1,apartmentUnitFlat,live,residential,480.0,9.22,6.19,1.3,3.33
Melton,3337,-37.6785335,144.5864076,False,2,4,2,house,live,residential,440.0,8.88,4.49,0.41,1.28
Hillside,3037,-37.7023588,144.7439821,False,3,4,1,townhouse,live,residential,550.0,8.34,4.39,0.66,1.51
Golden Square,3555,-36.76799159999999,144.2481436,False,2,3,1,apartmentUnitFlat,live,residential,460.0,8.62,3.85,0.94,3.31
East Melbourne,3002,-37.8101096,144.9828343,False,1,1,0,apartmentUnitFlat,live,residential,450.0,2.74,1.06,0.44,1.48
Brunswick,3056,-37.7695115,144.9528162,False,1,2,1,apartmentUnitFlat,live,residential,525.0,2.42,1.19,0.31,0.7
Richmond,3121,-37.8151068,145.013588,False,1,2,1,apartmentUnitFlat,live,residential,750.0,4.25,1.51,0.68,2.1
Werribee,3030,-37.9013256,144.6723513,False,1,2,2,house,live,residential,410.0,4.23,1.66,1.84,3.83
Abbotsford,3067,-37.8112281,145.0094575,False,2,2,1,apartmentUnitFlat,live,residential,720.0,3.15,1.66,0.66,1.41
Templestowe Lower,3107,-37.7571035,145.1201123,False,1,2,1,apartmentUnitFlat,live,residential,530.0,11.02,6.23,0.66,1.29
Donnybrook,3064,-37.5349785,144.9912481,False,2,4,2,house,live,residential,540.0,6.12,3.79,1.12,3.24
Truganina,3029,-37.8167296,144.7142612,False,2,4,2,house,live,residential,600.0,7.0,4.01,3.57,6.12
Carlton North,3054,-37.7903938,144.9734333,False,1,2,0,house,live,residential,750.0,6.82,2.88,0.4,1.37
Blairgowrie,3942,-38.3584565,144.7613578,False,2,4,3,house,live,residential,625.0,44.34,46.08,3.3,5.39
Keilor East,3033,-37.7296955,144.8678575,False,1,3,4,house,live,residential,480.0,9.12,6.41,0.53,1.65
Ocean Grove,3226,-38.2567643,144.5300883,False,3,3,2,house,live,residential,895.0,26.32,25.2,1.28,1.95
Epping,3076,-37.6299844,145.0165926,False,2,5,2,house,live,residential,690.0,7.2,3.98,1.27,2.04
Wollert,3750,-37.60134530000001,145.0269885,False,2,4,2,house,live,residential,690.0,14.52,9.63,1.3,4.74
