suburb,postcode,latitude,longitude,isNewDevelopment,bathrooms,bedrooms,carspaces,propertyTypes,status,channel,price_per_week,time_to_nearest_train_station(min),distance_to_nearest_train_station(km),distance_to_nearest_school(km),time_to_nearest_school(min)
Blackburn,3130,-37.82318679999999,145.1404692,False,1,3,2,house,live,residential,595.0,2.08,0.81,0.86,1.79
Oak Park,3046,-37.7201484,144.923357,False,2,2,1,townhouse,live,residential,520.0,1.56,0.43,0.78,2.64
South Yarra,3141,-37.8405766,145.0033258,False,1,2,1,apartmentUnitFlat,live,residential,575.0,1.69,0.72,0.78,1.78
Torquay,3228,-38.3335424,144.3194333,False,2,3,2,house,live,residential,825.0,17.65,16.83,2.02,3.32
Wodonga,3690,-36.1324914,146.9042421,False,3,8,4,house,live,residential,260.0,9.43,5.99,1.68,3.55
Donnybrook,3064,-37.539765,144.9698405,False,2,3,2,townhouse,live,residential,490.0,1.04,0.49,3.82,5.12
Mount Duneed,3217,-38.2325356,144.3226685,False,2,4,2,house,live,residential,530.0,6.07,4.31,1.15,2.06
Ferntree Gully,3156,-37.8831992,145.2561212,False,2,3,2,apartmentUnitFlat,live,residential,650.0,9.14,5.26,0.57,1.97
Pascoe Vale,3044,-37.717693,144.937327,False,1,2,1,apartmentUnitFlat,live,residential,485.0,3.8,1.68,0.26,0.84
Carlton North,3054,-37.7809417,144.9705344,False,2,3,2,apartmentUnitFlat,live,residential,750.0,3.99,1.77,0.38,1.07
St Kilda East,3183,-37.8634844,145.0091834,False,1,2,1,apartmentUnitFlat,live,residential,495.0,3.58,1.92,0.68,1.38
Melbourne,3000,-37.8122683,144.9582693,False,1,1,0,apartmentUnitFlat,live,residential,460.0,1.4,0.5,0.71,1.89
Fairfield,3078,-37.7718666,145.0195492,False,1,1,1,apartmentUnitFlat,live,residential,400.0,2.96,1.12,0.89,2.06
Albanvale,3021,-37.7476886,144.7713949,False,1,3,1,house,live,residential,410.0,5.22,3.16,1.05,2.42
Truganina,3029,-37.8281221,144.7136759,False,2,2,2,house,live,residential,490.0,5.03,2.8,2.34,4.26
Bundoora,3083,-37.7014272,145.0749958,False,2,4,2,townhouse,live,residential,720.0,3.98,2.4,0.03,0.13
St Kilda,3182,-37.8608762,144.9838758,False,2,2,1,apartmentUnitFlat,live,residential,630.0,3.89,1.63,0.86,1.9
Melbourne,3004,-37.8471069,144.9788307,False,1,1,1,apartmentUnitFlat,live,residential,520.0,2.44,1.31,0.68,1.25
Hawthorn East,3123,-37.8449443,145.0423684,False,2,2,1,apartmentUnitFlat,live,residential,675.0,2.72,1.03,0.6,1.22
Manor Lakes,3024,-37.8644993,144.5831808,False,2,3,2,house,live,residential,480.0,7.3,3.75,0.39,1.12
Mount Waverley,3149,-37.8782757,145.1411969,False,2,3,2,townhouse,live,residential,790.0,2.66,1.28,0.28,0.73
Preston,3072,-37.7445401,144.9997768,False,2,2,1,apartmentUnitFlat,live,residential,560.0,0.78,0.23,0.29,1.01
Box Hill,3128,-37.8249528,145.1333606,False,1,2,2,apartmentUnitFlat,live,residential,580.0,2.27,1.06,0.84,1.66
North Melbourne,3051,-37.7966673,144.9473468,False,1,3,0,house,live,residential,590.0,3.62,1.42,0.54,1.66
Southbank,3006,-37.8242191,144.9635646,False,2,2,1,apartmentUnitFlat,live,residential,800.0,3.66,1.29,0.63,1.65
Burwood East,3151,-37.854233,145.1322945,False,2,3,2,house,live,residential,650.0,3.76,2.45,0.8,1.15
Tarneit,3029,-37.8459048,144.6439669,False,2,4,2,house,live,residential,550.0,11.6,6.5,1.17,2.54
Ferntree Gully,3156,-37.8720741,145.2781146,False,2,3,2,apartmentUnitFlat,live,residential,630.0,5.28,2.39,0.48,1.27
Preston,3072,-37.7348749,145.0136681,False,2,2,1,apartmentUnitFlat,live,residential,565.0,3.36,1.72,0.79,1.77
Preston,3072,-37.7335004,145.0375039,False,2,3,1,townhouse,live,residential,595.0,9.51,4.13,0.1,0.42
Endeavour Hills,3802,-37.96464599999999,145.2702897,False,1,3,3,house,live,residential,570.0,12.15,6.89,0.81,1.94
Southbank,3006,-37.8290502,144.9659461,False,1,2,1,apartmentUnitFlat,live,residential,700.0,3.72,1.49,0.18,0.51
Mildura,3500,-34.21150799999999,142.1383183,False,1,3,2,house,live,residential,480.0,157.31,232.86,2.17,3.79
Richmond,3121,-37.8182893,144.9978961,False,1,1,1,apartmentUnitFlat,live,residential,540.0,2.5,1.13,0.49,1.05
Mount Martha,3934,-38.269145,145.0178777,False,2,5,2,house,live,residential,1550.0,21.48,19.07,1.55,5.01
Ferntree Gully,3156,-37.884827,145.2954213,False,1,3,2,house,live,residential,590.0,1.22,0.4,0.31,0.71
South Yarra,3141,-37.8369683,144.9964622,False,1,2,1,apartmentUnitFlat,live,residential,660.0,1.86,0.68,0.1,0.22
Melbourne,3000,-37.8183759,144.9554361,False,2,2,0,apartmentUnitFlat,live,residential,830.0,2.77,1.21,1.04,2.52
St Albans,3021,-37.7491479,144.8085298,False,1,2,0,apartmentUnitFlat,live,residential,380.0,2.21,1.19,0.22,0.74
Armadale,3143,-37.8642037,145.0241326,False,1,3,0,apartmentUnitFlat,live,residential,845.0,1.58,0.76,1.34,1.96
Bell Park,3215,-38.0952694,144.3351761,False,1,3,2,house,live,residential,480.0,7.6,4.07,1.61,3.8
St Kilda East,3183,-37.8650459,145.0000388,False,1,3,1,apartmentUnitFlat,live,residential,995.0,2.82,1.48,0.41,0.91
Truganina,3029,-37.842226,144.6431098,False,2,4,2,house,live,residential,500.0,11.6,6.56,1.74,3.91
Weir Views,3338,-37.7281581,144.5729126,False,2,4,2,house,live,residential,500.0,7.18,3.6,0.83,1.98
South Yarra,3141,-37.8433578,145.0030273,False,3,4,1,house,live,residential,1600.0,0.57,0.14,1.35,2.83
Truganina,3029,-37.81519350000001,144.7145802,False,2,4,2,house,live,residential,580.0,7.24,4.19,3.73,6.48
Heidelberg West,3081,-37.7348056,145.0476787,False,2,3,2,townhouse,live,residential,650.0,5.14,3.07,1.82,2.82
Doncaster,3108,-37.7877401,145.1175221,False,1,2,1,apartmentUnitFlat,live,residential,650.0,9.03,4.86,1.11,2.46
South Yarra,3141,-37.8422502,144.9871659,False,2,3,1,townhouse,live,residential,950.0,2.73,1.19,0.27,0.74
Brunswick West,3055,-37.76249079999999,144.9390644,False,1,3,2,house,live,residential,625.0,3.99,2.17,0.43,1.03
Mambourin,3024,-37.8882731,144.5891222,False,2,4,2,house,live,residential,470.0,8.11,4.39,3.37,5.47
Maribyrnong,3032,-37.7804344,144.8930899,False,1,1,1,apartmentUnitFlat,live,residential,430.0,6.46,3.0,0.84,2.52
St Kilda,3182,-37.8648617,144.9805229,False,1,2,0,house,live,residential,775.0,3.91,1.54,1.06,2.48
Fitzroy North,3068,-37.7837949,144.9865473,False,1,3,1,house,live,residential,950.0,2.47,0.71,0.17,0.7
Grovedale,3216,-38.1987186,144.3335426,False,2,4,3,house,live,residential,560.0,5.03,2.77,1.4,2.33
Wodonga,3690,-36.1232984,146.8776401,False,1,3,2,house,live,residential,360.0,7.78,3.27,0.1,0.15
Doncaster East,3109,-37.7634961,145.1720904,False,2,3,1,house,live,residential,750.0,13.83,8.21,1.91,3.84
Melton West,3337,-37.6556828,144.5709447,False,2,4,4,house,live,residential,450.0,13.85,6.91,2.91,6.11
Docklands,3008,-37.8148569,144.939884,False,2,2,1,apartmentUnitFlat,live,residential,750.0,2.99,1.49,0.32,1.01
Doncaster East,3109,-37.794171,145.1686151,False,2,4,2,house,live,residential,645.0,9.29,4.33,1.13,3.19
Ascot Vale,3032,-37.776354,144.910413,False,1,2,1,villa,live,residential,500.0,2.44,1.05,0.7,1.11
Ormond,3204,-37.9021887,145.042365,False,2,2,1,apartmentUnitFlat,live,residential,575.0,1.9,0.67,0.5,1.44
Bell Park,3215,-38.1189464,144.3332442,False,1,3,3,house,live,residential,480.0,5.92,3.19,1.21,2.53
South Yarra,3141,-37.8380025,144.9940199,False,1,1,1,apartmentUnitFlat,live,residential,490.0,1.77,0.59,0.95,2.5
Melbourne,3000,-37.8081542,144.9695394,False,2,2,0,apartmentUnitFlat,live,residential,895.0,1.64,0.76,0.46,0.99
Lara,3212,-38.0077771,144.3785549,False,2,4,2,house,live,residential,580.0,7.53,6.54,1.72,2.47
Beaufort,3373,-37.42973630000001,143.3850613,False,1,3,2,house,live,residential,400.0,1.3,0.62,1.33,2.7
St Kilda East,3183,-37.8665033,145.0079561,False,3,4,2,house,live,residential,1400.0,4.43,2.35,1.26,2.36
Epping,3076,-37.626795,145.0288189,False,2,4,2,house,live,residential,650.0,8.08,3.6,0.65,1.36
Melbourne,3000,-37.8069882,144.9610136,False,2,3,1,apartmentUnitFlat,live,residential,1300.0,2.28,1.01,0.66,1.75
Glen Waverley,3150,-37.8657401,145.1737929,False,2,3,2,house,live,residential,700.0,7.96,2.7,0.17,0.67
Maribyrnong,3032,-37.7804344,144.8930899,False,1,1,1,apartmentUnitFlat,live,residential,450.0,6.46,3.0,0.84,2.52
Box Hill,3128,-37.8162724,145.1389273,False,1,2,1,apartmentUnitFlat,live,residential,670.0,1.92,0.86,0.51,1.17
Mildura,3500,-34.20364250000001,142.1450396,False,2,4,2,house,live,residential,600.0,158.9,233.85,0.51,1.72
Glen Waverley,3150,-37.8799604,145.1832141,False,2,4,2,house,live,residential,750.0,6.31,2.67,1.02,2.48
Kurunjang,3337,-37.6542288,144.5901389,False,2,4,4,house,live,residential,460.0,12.99,8.71,5.02,6.63
Melbourne,3000,-37.8099061,144.9711071,False,1,2,0,apartmentUnitFlat,live,residential,500.0,1.23,0.59,0.29,0.58
St Kilda East,3183,-37.8670718,144.9996739,False,1,2,1,apartmentUnitFlat,live,residential,450.0,2.52,1.25,0.18,0.61
Hoppers Crossing,3029,-37.8803917,144.6853941,False,2,3,2,house,live,residential,490.0,4.41,2.29,0.57,1.29
Highton,3216,-38.1946581,144.3074827,False,2,4,2,house,live,residential,620.0,6.05,3.18,1.87,3.84
Caulfield North,3161,-37.8691791,145.0205525,False,1,3,1,apartmentUnitFlat,live,residential,700.0,2.53,1.4,1.04,1.39
Point Cook,3030,-37.9141156,144.7504536,False,2,4,2,house,live,residential,660.0,12.17,5.71,1.41,2.89
Hawthorn East,3123,-37.8176088,145.0577602,False,1,2,1,apartmentUnitFlat,live,residential,550.0,2.81,1.15,0.24,0.75
Rockbank,3335,-37.7372828,144.6623018,False,2,4,2,house,live,residential,500.0,3.98,1.67,2.29,4.71
Hawthorn East,3123,-37.8176088,145.0577602,False,1,2,1,apartmentUnitFlat,live,residential,550.0,2.81,1.15,0.24,0.75
Reservoir,3073,-37.7322328,145.0339664,False,2,3,2,townhouse,live,residential,630.0,8.13,3.85,0.35,1.41
Southbank,3006,-37.8259372,144.9596136,False,1,1,0,apartmentUnitFlat,live,residential,719.0,4.7,1.92,1.17,3.09
Melbourne,3004,-37.8471069,144.9788307,False,1,1,1,apartmentUnitFlat,live,residential,500.0,2.44,1.31,0.68,1.25
Southbank,3006,-37.8239158,144.9621217,False,1,2,1,apartmentUnitFlat,live,residential,695.0,3.86,1.38,0.78,2.03
West Melbourne,3003,-37.8120511,144.9517315,False,1,1,1,apartmentUnitFlat,live,residential,570.0,1.65,0.65,0.39,0.95
St Kilda East,3183,-37.8620799,145.009015,False,1,2,1,apartmentUnitFlat,live,residential,570.0,3.41,1.76,0.53,1.21
Kurunjang,3337,-37.6578076,144.5792385,False,2,4,2,house,live,residential,450.0,14.59,7.01,3.01,6.84
Southbank,3006,-37.8245426,144.963217,False,1,2,1,apartmentUnitFlat,live,residential,760.0,3.8,1.36,0.7,1.8
Southbank,3006,-37.8239158,144.9621217,False,1,2,1,apartmentUnitFlat,live,residential,660.0,3.86,1.38,0.78,2.03
Hesket,3442,-37.349217,144.6336075,False,1,3,1,house,live,residential,450.0,13.96,10.69,1.24,1.54
Beveridge,3753,-37.4700494,144.9770363,False,2,4,2,house,live,residential,520.0,11.65,11.14,0.25,0.85
Frankston,3199,-38.1616315,145.1438021,False,1,0,2,studio,live,residential,330.0,3.76,1.59,0.66,1.76
Kalkallo,3064,-37.5220766,144.958174,False,2,3,1,house,live,residential,450.0,5.98,3.57,1.34,1.97
South Yarra,3141,-37.8341463,144.9910464,False,1,2,0,apartmentUnitFlat,live,residential,695.0,1.47,0.77,0.73,1.55
Blairgowrie,3942,-38.3631346,144.7648934,False,2,3,4,house,live,residential,625.0,43.18,45.38,3.63,5.1
Truganina,3029,-37.760398,144.6784949,False,2,4,1,house,live,residential,485.0,8.04,6.25,4.68,7.47
Mill Park,3082,-37.6556798,145.0621337,False,2,3,1,house,live,residential,550.0,3.04,1.45,1.3,2.06
Thomastown,3074,-37.6781665,145.0185729,False,1,4,2,house,live,residential,350.0,2.1,1.06,0.78,1.87
Wollert,3750,-37.5996274,145.0107373,False,3,4,2,house,live,residential,650.0,12.34,8.54,1.45,3.84
Melbourne,3000,-37.8201715,144.9564604,False,1,2,0,apartmentUnitFlat,live,residential,580.0,3.07,1.24,0.91,2.29
Rosebud,3939,-38.3619955,144.8995186,False,2,3,1,house,live,residential,480.0,29.38,28.74,1.61,3.35
Blairgowrie,3942,-38.3672374,144.776035,False,2,4,2,house,live,residential,945.0,43.21,44.61,5.21,6.89
Templestowe Lower,3107,-37.7640756,145.1149363,False,3,5,2,house,live,residential,680.0,11.99,6.1,0.8,2.1
Richmond,3121,-37.8187988,144.994252,False,1,1,0,apartmentUnitFlat,live,residential,450.0,2.9,0.9,0.69,1.98
Alphington,3078,-37.780364,145.0346124,False,1,2,1,apartmentUnitFlat,live,residential,500.0,1.75,0.72,0.12,0.35
Glen Iris,3146,-37.85981719999999,145.059884,False,1,1,1,apartmentUnitFlat,live,residential,400.0,1.38,0.41,0.79,1.5
Melbourne,3000,-37.8150001,144.9538708,False,2,2,0,apartmentUnitFlat,live,residential,720.0,1.55,0.65,0.44,1.12
Mulgrave,3170,-37.931111,145.1706776,False,2,4,2,house,live,residential,695.0,8.35,4.1,0.62,1.28
Rosebud,3939,-38.3609413,144.9098284,False,2,3,2,townhouse,live,residential,600.0,27.71,28.61,0.64,1.97
Kensington,3031,-37.7975059,144.9268149,False,1,1,1,apartmentUnitFlat,live,residential,430.0,2.17,0.94,0.82,1.89
West Melbourne,3003,-37.8107384,144.9522546,False,1,1,0,apartmentUnitFlat,live,residential,520.0,1.73,0.72,0.46,1.02
West Footscray,3012,-37.7964336,144.8677475,False,1,1,1,apartmentUnitFlat,live,residential,350.0,2.06,0.93,0.89,1.74
Melbourne,3000,-37.8199985,144.9558061,False,1,1,0,apartmentUnitFlat,live,residential,550.0,2.98,1.28,0.94,2.2
Cheltenham,3192,-37.961386,145.0552374,False,1,2,1,apartmentUnitFlat,live,residential,500.0,2.28,0.71,0.86,2.57
Werribee,3030,-37.8984681,144.6497784,False,1,1,0,apartmentUnitFlat,live,residential,300.0,4.31,1.82,0.49,1.25
Hughesdale,3166,-37.8988832,145.0869246,False,1,1,1,apartmentUnitFlat,live,residential,500.0,1.77,0.65,0.59,1.4
Bulleen,3105,-37.7688948,145.0932179,False,2,4,2,house,live,residential,750.0,7.17,4.15,0.87,1.52
Footscray,3011,-37.7977742,144.8962631,False,1,2,1,house,live,residential,650.0,2.24,0.83,0.51,1.19
Eltham,3095,-37.7135651,145.1515734,False,1,2,1,apartmentUnitFlat,live,residential,580.0,1.36,0.35,0.57,1.38
Point Cook,3030,-37.8830532,144.7373445,False,2,3,1,townhouse,live,residential,800.0,6.49,4.14,0.87,1.54
Malvern East,3145,-37.8796601,145.0879499,False,2,4,2,house,live,residential,745.0,2.74,1.44,1.33,2.44
Mulgrave,3170,-37.9343032,145.1714324,False,1,3,2,house,live,residential,580.0,8.24,3.94,0.32,0.92
Belmont,3216,-38.1773084,144.3252659,False,1,2,2,house,live,residential,400.0,7.55,4.6,0.45,0.99
Morwell,3840,-38.229662,146.4020992,False,1,3,2,house,live,residential,400.0,2.54,1.63,0.94,1.41
Narre Warren South,3805,-38.0587225,145.285086,False,2,4,2,house,live,residential,730.0,7.95,4.9,0.63,1.56
Cranbourne,3977,-38.1086405,145.2797736,False,1,3,1,house,live,residential,520.0,2.68,1.28,0.69,1.66
Hawthorn East,3123,-37.8449443,145.0423684,False,2,2,1,apartmentUnitFlat,live,residential,700.0,2.72,1.03,0.6,1.22
Blairgowrie,3942,-38.3627138,144.7677176,False,2,3,2,house,live,residential,595.0,43.5,45.52,3.97,5.61
Brunswick West,3055,-37.7717016,144.9491807,False,1,3,2,townhouse,live,residential,700.0,2.14,1.22,0.65,1.04
Yarrawonga,3730,-36.0065526,146.0504226,False,2,4,2,house,live,residential,500.0,44.18,55.58,6.1,8.26
Brunswick,3056,-37.7679207,144.9560192,False,1,2,0,house,live,residential,620.0,1.39,0.6,0.34,0.56
Narre Warren,3805,-38.0087465,145.3097758,False,1,3,2,house,live,residential,570.0,7.44,3.46,1.18,3.59
Fitzroy,3065,-37.8017109,144.9745041,False,1,1,0,studio,live,residential,390.0,2.49,1.14,0.22,0.26
Niddrie,3042,-37.7453539,144.8854952,False,3,4,1,house,live,residential,920.0,6.32,3.83,0.32,0.78
Carlton,3053,-37.806138,144.9602874,False,1,2,0,apartmentUnitFlat,live,residential,540.0,2.7,1.08,0.76,1.93
Mount Waverley,3149,-37.8869262,145.1311639,False,2,4,2,townhouse,live,residential,795.0,4.11,1.84,1.29,2.9
Coolaroo,3048,-37.6643452,144.9289268,False,2,3,0,house,live,residential,520.0,0.91,0.55,0.63,1.08
Doncaster,3108,-37.7887169,145.1402551,False,1,3,2,house,live,residential,680.0,7.95,4.2,0.85,2.04
Hawthorn,3122,-37.8181129,145.020349,False,1,2,1,apartmentUnitFlat,live,residential,520.0,1.83,0.61,0.48,1.28
Southbank,3006,-37.8262545,144.9599155,False,1,1,0,apartmentUnitFlat,live,residential,510.0,4.09,1.83,0.95,2.22
Truganina,3029,-37.7536537,144.6817556,False,2,4,2,house,live,residential,480.0,7.3,5.55,3.98,6.73
Maddingley,3340,-37.6838576,144.4178919,False,2,4,1,house,live,residential,470.0,4.1,2.24,1.85,3.17
Bonbeach,3196,-38.0699551,145.1203438,False,1,2,2,townhouse,live,residential,545.0,1.14,0.85,1.83,2.6
Charlemont,3217,-38.2083157,144.353034,False,2,3,1,house,live,residential,470.0,5.65,3.6,1.55,3.12
Gisborne,3437,-37.5082455,144.6105174,False,2,4,2,house,live,residential,670.0,13.5,8.09,0.65,2.3
St Kilda,3182,-37.85642929999999,144.9722795,False,1,2,0,apartmentUnitFlat,live,residential,480.0,6.01,2.65,0.89,2.08
Highton,3216,-38.17110539999999,144.3169352,False,2,2,1,house,live,residential,520.0,8.25,5.03,0.58,1.77
Collingwood,3066,-37.8038552,144.9836337,False,2,2,1,apartmentUnitFlat,live,residential,730.0,4.58,1.8,0.62,1.85
Brunswick East,3057,-37.7746422,144.9785947,False,1,2,1,apartmentUnitFlat,live,residential,565.0,5.56,1.94,0.57,1.4
Noble Park,3174,-37.95673499999999,145.170927,False,1,3,1,apartmentUnitFlat,live,residential,560.0,2.97,1.34,2.3,3.38
South Yarra,3141,-37.837271,144.994012,False,2,2,0,apartmentUnitFlat,live,residential,800.0,1.53,0.51,0.87,2.26
Grovedale,3216,-38.195483,144.3417646,False,1,2,1,apartmentUnitFlat,live,residential,410.0,3.27,1.5,0.7,1.95
Camberwell,3124,-37.847561,145.067511,False,2,3,2,villa,live,residential,690.0,2.89,1.28,0.54,0.89
Armstrong Creek,3217,-38.23760370000001,144.3472703,False,2,4,4,house,live,residential,530.0,11.43,6.44,2.27,5.6
Tarneit,3029,-37.8377724,144.6415051,False,2,4,2,house,live,residential,660.0,11.16,5.94,2.14,4.29
Glen Iris,3146,-37.8539137,145.0493445,False,2,3,2,apartmentUnitFlat,live,residential,995.0,0.47,0.28,0.67,1.23
Noble Park,3174,-37.9689418,145.1760768,False,1,2,1,apartmentUnitFlat,live,residential,450.0,1.2,0.36,0.38,1.29
Surf Beach,3922,-38.5062744,145.2791859,False,1,3,1,house,live,residential,470.0,82.01,99.83,3.16,4.79
Box Hill,3128,-37.8228431,145.1235763,False,1,2,1,apartmentUnitFlat,live,residential,590.0,1.98,1.05,1.37,2.5
Dandenong,3175,-37.9894742,145.2255107,False,2,2,1,townhouse,live,residential,600.0,4.6,1.98,0.19,0.51
Heidelberg,3084,-37.7554154,145.0667548,False,1,2,1,apartmentUnitFlat,live,residential,570.0,1.81,0.72,0.12,0.29
Dandenong,3175,-37.9894742,145.2255107,False,2,2,1,house,live,residential,600.0,4.6,1.98,0.19,0.51
Fitzroy,3065,-37.8079091,144.9805624,False,2,2,0,house,live,residential,690.0,3.85,1.4,0.61,1.83
Warragul,3820,-38.1549458,145.9250992,False,1,2,1,house,live,residential,410.0,4.58,2.01,0.97,2.67
Carrum Downs,3201,-38.0896074,145.196774,False,2,3,2,house,live,residential,620.0,10.86,8.38,0.97,2.04
Melbourne,3000,-37.8419866,144.975566,False,1,2,1,apartmentUnitFlat,live,residential,550.0,3.57,1.89,0.79,1.55
Fawkner,3060,-37.6903943,144.9635423,False,1,3,2,house,live,residential,540.0,4.83,2.66,1.74,3.34
Tarneit,3029,-37.8447175,144.6571895,False,2,3,2,house,live,residential,530.0,9.0,5.12,1.34,3.09
Truganina,3029,-37.7487655,144.6811804,False,2,4,2,house,live,residential,520.0,5.88,4.88,3.32,5.31
Wollert,3750,-37.5935919,144.9985881,False,2,5,2,house,live,residential,710.0,12.58,8.43,0.94,3.76
Southbank,3006,-37.8231578,144.9639532,False,2,2,1,apartmentUnitFlat,live,residential,860.0,3.81,1.3,1.01,2.73
Manor Lakes,3024,-37.8715439,144.603876,False,2,4,2,house,live,residential,520.0,3.17,1.45,0.42,1.05
Essendon,3040,-37.7563413,144.9090784,False,1,2,1,apartmentUnitFlat,live,residential,540.0,1.7,0.73,0.4,0.96
Horsham,3400,-36.7002499,142.1964077,False,1,3,1,apartmentUnitFlat,live,residential,340.0,78.46,97.44,1.83,3.4
Mill Park,3082,-37.6601145,145.0723763,False,2,3,4,house,live,residential,500.0,5.99,2.7,1.2,3.26
Rockbank,3335,-37.7416236,144.6578968,False,2,4,2,house,live,residential,520.0,4.04,1.99,2.84,6.08
Hughesdale,3166,-37.9022842,145.0787119,False,1,3,2,house,live,residential,570.0,2.86,1.33,0.43,1.42
Carisbrook,3464,-37.0472388,143.815422,False,1,2,2,house,live,residential,280.0,9.06,7.28,0.8,1.08
Safety Beach,3936,-38.3154615,145.0018858,False,3,4,2,house,live,residential,900.0,28.21,23.63,8.05,13.94
Highton,3216,-38.16523979999999,144.3147601,False,1,3,1,house,live,residential,440.0,8.83,5.39,0.27,0.97
Caroline Springs,3023,-37.7394353,144.7288255,False,2,4,2,house,live,residential,500.0,10.13,4.13,1.64,4.62
South Melbourne,3205,-37.836776,144.949067,False,2,3,0,house,live,residential,980.0,6.57,3.42,0.58,2.32
Melbourne,3000,-37.8145716,144.9573479,False,1,2,1,apartmentUnitFlat,live,residential,650.0,1.38,0.46,0.52,1.68
Richmond,3121,-37.8256191,145.0057796,False,1,2,1,townhouse,live,residential,750.0,1.84,0.75,1.2,2.36
Melbourne,3004,-37.8456044,144.9794914,False,2,2,2,apartmentUnitFlat,live,residential,610.0,2.27,1.19,0.56,1.08
Clyde,3978,-38.1421465,145.3891032,False,2,4,2,acreageSemiRural,live,residential,850.0,14.77,12.61,3.06,2.83
Baranduda,3691,-36.175251,146.9382665,False,2,4,2,house,live,residential,750.0,18.08,14.81,0.87,2.17
Narre Warren South,3805,-38.0693615,145.3123506,False,1,4,2,house,live,residential,570.0,10.18,6.86,0.88,1.94
Rye,3941,-38.3677527,144.7940723,False,2,3,4,house,live,residential,520.0,42.56,43.58,3.72,5.98
Cranbourne,3977,-38.09501119999999,145.2777668,False,2,3,2,house,live,residential,540.0,2.72,0.75,1.4,3.14
Surrey Hills,3127,-37.8269917,145.09945,False,2,5,2,house,live,residential,650.0,2.25,1.15,0.23,0.62
Melbourne,3000,-37.8122683,144.9582693,False,1,2,1,apartmentUnitFlat,live,residential,625.0,1.4,0.5,0.71,1.89
Brunswick West,3055,-37.7678271,144.9417531,False,1,2,1,apartmentUnitFlat,live,residential,430.0,3.41,2.01,0.6,1.26
Caulfield North,3161,-37.8682764,145.0159889,False,1,2,1,apartmentUnitFlat,live,residential,549.0,3.43,1.81,0.89,1.49
Melbourne,3000,-37.8092536,144.961181,False,1,2,0,apartmentUnitFlat,live,residential,660.0,1.56,0.69,0.84,2.0
Echuca,3564,-36.1389624,144.7455492,False,1,3,3,house,live,residential,2037.0,3.74,2.18,1.58,3.06
Cowes,3922,-38.4553384,145.2254394,False,1,3,1,house,live,residential,430.0,91.89,108.18,1.59,3.01
South Melbourne,3205,-37.8315373,144.9691738,False,1,1,1,apartmentUnitFlat,live,residential,495.0,3.88,1.7,0.88,2.98
Ascot Vale,3032,-37.7847534,144.9059829,False,3,3,2,townhouse,live,residential,795.0,1.02,0.44,0.65,0.99
Frankston,3199,-38.1431224,145.1401965,False,1,2,1,house,live,residential,530.0,3.86,1.61,0.94,2.41
Southbank,3006,-37.826641,144.9596778,False,1,2,0,apartmentUnitFlat,live,residential,650.0,3.96,1.78,0.9,2.1
Newcomb,3219,-38.1717691,144.3927188,False,2,4,2,house,live,residential,550.0,7.2,4.26,0.77,1.56
Southbank,3006,-37.8241461,144.9625642,False,2,3,2,apartmentUnitFlat,live,residential,950.0,4.56,1.73,1.1,2.67
Southbank,3006,-37.822919,144.9658944,False,1,1,1,apartmentUnitFlat,live,residential,540.0,2.75,0.98,0.81,2.4
Corio,3214,-38.0715876,144.360458,False,1,3,2,house,live,residential,430.0,6.13,3.26,0.49,1.35
Box Hill North,3129,-37.7989444,145.1362516,False,2,4,2,house,live,residential,640.0,6.77,3.34,0.82,2.67
Melbourne,3000,-37.8139473,144.9520227,False,1,2,0,apartmentUnitFlat,live,residential,680.0,1.98,0.87,0.44,1.51
Wyndham Vale,3024,-37.894102,144.5936179,False,2,4,2,house,live,residential,500.0,7.16,3.82,2.18,3.83
Clyde North,3978,-38.1022347,145.3343241,False,2,4,2,house,live,residential,630.0,10.76,5.91,1.9,5.62
North Wonthaggi,3995,-38.5833004,145.5959021,False,2,4,2,house,live,residential,540.0,85.66,102.3,2.62,7.87
Heathmont,3135,-37.827505,145.2590059,False,2,4,2,townhouse,live,residential,790.0,3.07,1.73,0.73,1.58
Geelong,3220,-38.1330708,144.3551221,False,1,2,1,apartmentUnitFlat,live,residential,580.0,2.79,1.56,1.13,2.96
Sebastopol,3356,-37.6126818,143.8362973,False,1,3,2,house,live,residential,390.0,11.84,7.19,1.38,2.24
Pascoe Vale South,3044,-37.7348369,144.9318854,False,2,3,3,townhouse,live,residential,750.0,2.36,0.71,1.07,2.37
Glen Waverley,3150,-37.8830439,145.1719172,False,2,4,2,house,live,residential,850.0,2.88,1.14,0.64,1.67
North Melbourne,3051,-37.8024693,144.9553286,False,1,2,2,apartmentUnitFlat,live,residential,640.0,3.02,1.22,0.22,0.77
Rokewood,3330,-37.9004374,143.7155743,False,1,2,0,house,live,residential,350.0,39.88,43.51,0.92,1.79
Melbourne,3000,-37.8112967,144.9609572,False,2,2,0,apartmentUnitFlat,live,residential,730.0,1.48,0.55,0.75,1.97
Norlane,3214,-38.0942552,144.3484101,False,1,3,2,house,live,residential,420.0,5.44,2.19,2.4,4.83
St Kilda,3182,-37.859218,144.9852427,False,1,2,1,apartmentUnitFlat,live,residential,550.0,4.18,1.25,0.79,1.97
St Kilda,3182,-37.8643087,144.9881632,False,1,2,1,apartmentUnitFlat,live,residential,550.0,3.06,1.04,0.92,2.15
Fraser Rise,3336,-37.7129549,144.7179375,False,2,4,2,house,live,residential,540.0,13.06,7.07,1.77,4.26
